Make_model,version,Power,Range,Fuel,Gears,Doors,Seats,drive,Body,Deposit,MonthlyAmount,AnnualMileage,Duration,Services_included,URL,PICTURE_URL,offre,DateTime
Ford Explorer,Premium 77kWh Extended Range RWD,,,Electric,Automatic,5,5,Rear,SUV,100.000 kr,5.520 kr,20 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208482/ford-explorer/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Fic53esihdipes6l.png,,09/03/2026 17:22:35
Ford Explorer,Premium 77kWh Extended Range RWD,,,Electric,Automatic,5,5,Rear,SUV,100.000 kr,5.520 kr,20 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208482/ford-explorer/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2F86ovwgint5mndq5.png,,09/03/2026 17:22:35
Ford Explorer,Premium 77kWh Extended Range RWD,,,Electric,Automatic,5,5,Rear,SUV,100.000 kr,5.980 kr,25 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208482/ford-explorer/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2F4xdo6irlhsmmy1c.png,,09/03/2026 17:22:35
Volkswagen Id4,Businessline 4Motion,,519,Electric,Automatic,5,5,,SUV,100.000 kr,5.470 kr,15 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208475/volkswagen-id4/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2F75m7ggeo2esfm4f.png,,09/03/2026 17:22:35
Volkswagen Id4,Businessline 4Motion,,519,Electric,Automatic,5,5,,SUV,100.000 kr,5.710 kr,20 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208475/volkswagen-id4/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Frfayvx2j27gd2xd.png,,09/03/2026 17:22:35
Volkswagen Id4,Businessline 4Motion,,519,Electric,Automatic,5,5,,SUV,100.000 kr,5.710 kr,20 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208475/volkswagen-id4/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2F16yo1meralp48s1.png,,09/03/2026 17:22:35
Volkswagen Id4,Businessline 4Motion,,519,Electric,Automatic,5,5,,SUV,100.000 kr,6.130 kr,25 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208475/volkswagen-id4/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Fly349k2n8hruffm.png,,09/03/2026 17:22:35
BMW iX1,Xdrive30 Charged,,438,Electric,Automatic,5,5,,SUV,100.000 kr,5.589 kr,15 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208478/bmw-ix1/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Fodfqf988878447u.png,,09/03/2026 17:22:35
BMW iX1,Xdrive30 Charged,,438,Electric,Automatic,5,5,,SUV,100.000 kr,5.820 kr,20 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208478/bmw-ix1/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2F0eaj11yer5149y3.png,,09/03/2026 17:22:35
BMW iX1,Xdrive30 Charged,,438,Electric,Automatic,5,5,,SUV,100.000 kr,5.820 kr,20 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208478/bmw-ix1/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Fhrrxpe2qmjjg952.png,,09/03/2026 17:22:35
BMW iX1,Xdrive30 Charged,,438,Electric,Automatic,5,5,,SUV,100.000 kr,6.240 kr,25 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208478/bmw-ix1/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Fborione2mr27umf.png,,09/03/2026 17:22:35
Skoda Elroq,Elroq RS,340,,Electric,Automatic,5,5,,SUV,100.000 kr,5.670 kr,15 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208491/skoda-elroq/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Fkp4ervvwq37x0g1.png,,09/03/2026 17:22:35
Skoda Elroq,Elroq RS,340,,Electric,Automatic,5,5,,SUV,100.000 kr,5.920 kr,20 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208491/skoda-elroq/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Ftjt6uevsyiyywc2.png,,09/03/2026 17:22:35
Skoda Elroq,Elroq RS,340,,Electric,Automatic,5,5,,SUV,100.000 kr,5.920 kr,20 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208491/skoda-elroq/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Fsuo72eek9j91ap5.png,,09/03/2026 17:22:35
Skoda Elroq,Elroq RS,340,,Electric,Automatic,5,5,,SUV,100.000 kr,6.360 kr,25 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208491/skoda-elroq/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Fjgv77op23fugv73.png,,09/03/2026 17:22:35
Hyundai IONIQ 5,Ioniq 5 Long Range,,,Electric,Automatic,5,5,4x4,SUV,100.000 kr,5.680 kr,15 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208518/hyundai-ioniq-5/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2F9046whq31i4bvrv.png,,09/03/2026 17:22:35
Hyundai IONIQ 5,Ioniq 5 Long Range,,,Electric,Automatic,5,5,4x4,SUV,100.000 kr,5.870 kr,20 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208518/hyundai-ioniq-5/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2F43eb7u83126yovl.png,,09/03/2026 17:22:35
Hyundai IONIQ 5,Ioniq 5 Long Range,,,Electric,Automatic,5,5,4x4,SUV,100.000 kr,5.870 kr,20 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208518/hyundai-ioniq-5/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Fpn551hetn0co6hl.png,,09/03/2026 17:22:35
Hyundai IONIQ 5,Ioniq 5 Long Range,,,Electric,Automatic,5,5,4x4,SUV,100.000 kr,6.320 kr,25 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208518/hyundai-ioniq-5/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2F3wu0s4glabjz8x3.png,,09/03/2026 17:22:35
Smart #5,Bev 100kwh,,,Electric,Automatic,5,5,4x4,SUV,100.000 kr,6.030 kr,15 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208480/smart-%235/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2F7a7jptrkou8trx1.png,,09/03/2026 17:22:35
Smart #5,Bev 100kwh,,,Electric,Automatic,5,5,4x4,SUV,100.000 kr,6.250 kr,20 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208480/smart-%235/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2F6uifrzexbjcef2f.png,,09/03/2026 17:22:35
Smart #5,Bev 100kwh,,,Electric,Automatic,5,5,4x4,SUV,100.000 kr,6.250 kr,20 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208480/smart-%235/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Fiys12n42r8hlq5b.png,,09/03/2026 17:22:35
Smart #5,Bev 100kwh,,,Electric,Automatic,5,5,4x4,SUV,100.000 kr,6.660 kr,25 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208480/smart-%235/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2F5o8myh6rmv6bd2g.png,,09/03/2026 17:22:35
Skoda Enyaq,85X,,,Electric,Automatic,5,5,4x4,SUV,100.000 kr,6.060 kr,15 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208474/skoda-enyaq/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2F1yibg9g8t4kzdd5.png,,09/03/2026 17:22:35
Skoda Enyaq,85X,,,Electric,Automatic,5,5,4x4,SUV,100.000 kr,6.330 kr,20 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208474/skoda-enyaq/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Fai0jy3v6kysiy92.png,,09/03/2026 17:22:35
Skoda Enyaq,85X,,,Electric,Automatic,5,5,4x4,SUV,100.000 kr,6.330 kr,20 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208474/skoda-enyaq/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Ftjlz1tjgcj5yqbb.png,,09/03/2026 17:22:35
Skoda Enyaq,85X,,,Electric,Automatic,5,5,4x4,SUV,100.000 kr,6.800 kr,25 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208474/skoda-enyaq/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2F68vfqg56vqw9loa.png,,09/03/2026 17:22:35
Volkswagen ID.7 Stv,4motion GTX Tourer,,,Electric,Automatic,5,5,4x4,Stationwagon,100.000 kr,7.340 kr,15 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208476/volkswagen-id.7-stv/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2F199ruxrh5vhc5kq.png,,09/03/2026 17:22:35
Volkswagen ID.7 Stv,4motion GTX Tourer,,,Electric,Automatic,5,5,4x4,Stationwagon,100.000 kr,7.660 kr,20 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208476/volkswagen-id.7-stv/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Fx05tg4am96hr15j.png,,09/03/2026 17:22:35
Volkswagen ID.7 Stv,4motion GTX Tourer,,,Electric,Automatic,5,5,4x4,Stationwagon,100.000 kr,7.660 kr,20 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208476/volkswagen-id.7-stv/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2F0r41lvtoovjf172.png,,09/03/2026 17:22:35
Volkswagen ID.7 Stv,4motion GTX Tourer,,,Electric,Automatic,5,5,4x4,Stationwagon,100.000 kr,8.210 kr,25 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208476/volkswagen-id.7-stv/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2F75mzgtwdb8nuafy.png,,09/03/2026 17:22:35
BMW i4,M60,601,,Electric,Automatic,5,5,,Hatchback,100.000 kr,7.890 kr,15 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208479/bmw-i4/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Fb12vto866f1c0r5.png,,09/03/2026 17:22:35
BMW i4,M60,601,,Electric,Automatic,5,5,,Hatchback,100.000 kr,8.200 kr,20 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208479/bmw-i4/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2F3wniszfdlfcrj3n.png,,09/03/2026 17:22:35
BMW i4,M60,601,,Electric,Automatic,5,5,,Hatchback,100.000 kr,8.200 kr,20 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208479/bmw-i4/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Fav7quetbq4ncj3y.png,,09/03/2026 17:22:35
BMW i4,M60,601,,Electric,Automatic,5,5,,Hatchback,100.000 kr,8.750 kr,25 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208479/bmw-i4/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Fmqip4ti00vziwb9.png,,09/03/2026 17:22:35
Audi Q4 Sportback e-tron,Quattro Edition Pro,,,Electric,Automatic,5,5,Rear,SUV,100.000 kr,8.330 kr,15 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208484/audi-q4-sportback-e-tron/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2F78bl50hhgawvvws.png,,09/03/2026 17:22:35
Audi Q4 Sportback e-tron,Quattro Edition Pro,,,Electric,Automatic,5,5,Rear,SUV,100.000 kr,8.620 kr,20 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208484/audi-q4-sportback-e-tron/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2F00j4mtf9wgoalbq.png,,09/03/2026 17:22:35
Audi Q4 Sportback e-tron,Quattro Edition Pro,,,Electric,Automatic,5,5,Rear,SUV,100.000 kr,8.620 kr,20 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208484/audi-q4-sportback-e-tron/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Ftvknjliix2bvjyb.png,,09/03/2026 17:22:35
Audi Q4 Sportback e-tron,Quattro Edition Pro,,,Electric,Automatic,5,5,Rear,SUV,100.000 kr,9.150 kr,25 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208484/audi-q4-sportback-e-tron/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Fj4y794rhlib1033.png,,09/03/2026 17:22:35
Zeekr 7x,100kwh Privilege AWD,,,Electric,Automatic,5,5,4x4,SUV,100.000 kr,9.260 kr,15 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208493/zeekr-7x/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Fwr94xgw7k78b0uf.png,,09/03/2026 17:22:35
Zeekr 7x,100kwh Privilege AWD,,,Electric,Automatic,5,5,4x4,SUV,100.000 kr,9.570 kr,20 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208493/zeekr-7x/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Fcdmopv7lji35bqn.png,,09/03/2026 17:22:35
Zeekr 7x,100kwh Privilege AWD,,,Electric,Automatic,5,5,4x4,SUV,100.000 kr,9.570 kr,20 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208493/zeekr-7x/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Fhlf4khgu19z1wak.png,,09/03/2026 17:22:35
Zeekr 7x,100kwh Privilege AWD,,,Electric,Automatic,5,5,4x4,SUV,100.000 kr,10.130 kr,25 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208493/zeekr-7x/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Foldis6t16ljheed.png,,09/03/2026 17:22:35
Audi Q6,E-Tron QUATTRO S-Line Plus,,,Electric,Automatic,5,5,4x4,SUV,100.000 kr,11.030 kr,15 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208492/audi-q6/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Fvqedoayobg7awqe.png,,09/03/2026 17:22:35
Audi Q6,E-Tron QUATTRO S-Line Plus,,,Electric,Automatic,5,5,4x4,SUV,100.000 kr,11.390 kr,20 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208492/audi-q6/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Fq7e2613gx845ccs.png,,09/03/2026 17:22:35
Audi Q6,E-Tron QUATTRO S-Line Plus,,,Electric,Automatic,5,5,4x4,SUV,100.000 kr,11.390 kr,20 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208492/audi-q6/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Fv72x7o4vcamv98o.png,,09/03/2026 17:22:35
Audi Q6,E-Tron QUATTRO S-Line Plus,,,Electric,Automatic,5,5,4x4,SUV,100.000 kr,12.040 kr,25 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208492/audi-q6/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2F7w0tmvxbbdh4296.png,,09/03/2026 17:22:35
Maserati Grecale Folgore,,,,Electric,Automatic,5,5,4x4,SUV,100.000 kr,18.840 kr,15 000 km,48 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/136548/maserati-grecale-folgore/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Fnhh55qje18fn33x.png,,09/03/2026 17:22:35
Maserati Grecale Folgore,,,,Electric,Automatic,5,5,4x4,SUV,100.000 kr,20.095 kr,20 000 km,48 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/136548/maserati-grecale-folgore/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Fli2qv4xk9k9h57a.png,,09/03/2026 17:22:35
Maserati Grecale Folgore,,,,Electric,Automatic,5,5,4x4,SUV,100.000 kr,20.095 kr,20 000 km,48 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/136548/maserati-grecale-folgore/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Fxexlghazgeomqtt.png,,09/03/2026 17:22:35
